District code,State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Workers,Male_Workers,Female_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Rural_Households,Urban_Households,LPG_or_PNG_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Total_Power_Parity,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Above_Rs_545000,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Ownership_Owned_Households,Ownership_Rented_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,sex_ratio,Literacy Rate,Youth_Dependency_Ratio,Elderly_Dependency_Ratio
148,Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,1868529,993377,875152,1203885,712110,491775,234774,353287,319158,230731,144516,111696,12281,1406443,519493,1925936,560840,466067,94773,1307689,270888,137174,24784,127994,1746649,100723,1729,475,8814,4161,38,338475,72783,43074,99,79022,2642,24451,1998,372,748,401,43,158322,72089,1193660,402321,265638,204465,57849,16122,21571,301040,7547,140987,128576,88.0,64.0,296.69343633566234,66.02638191891549
150,Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,4448359,2357665,2090694,2191759,1342697,849062,717585,641251,442110,272840,172554,146446,16806,2409592,1744527,4154119,1401971,1153006,248965,3046388,365985,326376,131699,577911,2830768,1536534,14822,28187,4371,931,339,631613,362798,210687,468,272830,15164,56575,5126,807,1794,1114,195,428849,462993,2893965,952233,514141,532465,112948,26162,34599,698240,36162,76715,646459,89.0,49.0,303.91353796812336,53.99319284250809
151,Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,2031007,1072002,959005,1061095,654290,406805,294135,281158,240057,117838,77602,66129,9713,1086632,977839,2064471,618605,534939,83666,1412402,216476,224192,22782,155155,1449007,489686,3510,84787,360,138,45,371752,89638,47723,201,83006,2870,18097,2125,401,811,401,37,169387,162404,1320476,449673,256276,262977,52172,11258,14557,349881,7346,50892,298535,89.0,52.0,293.65249859342237,56.99163614448721
152,Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,3006538,1606403,1400135,1490930,915142,575788,451571,476064,315873,158430,96308,87355,8885,1594486,1324615,2919101,892214,783313,108901,2114324,344973,275192,31141,240908,2412595,527581,4630,51090,2312,301,84,520289,134714,91958,329,115163,3889,27533,3441,600,1264,720,69,243864,198260,1961237,652237,368743,366501,74807,18274,23682,497520,14789,115436,368601,87.0,50.0,300.6939195415164,56.53512450228981
154,Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,4483992,2375264,2108728,2283733,1397702,886031,714304,656401,482220,221898,136383,127750,8775,2347731,2141696,4489427,1422602,1171252,251350,3061390,571097,473554,70971,306980,3555450,893725,6579,11611,2663,1410,79,827583,111319,74072,843,102040,3874,34609,4535,888,1749,861,65,371343,145037,2862383,1000987,588318,545306,124407,29131,39124,776437,11939,321069,350723,89.0,51.0,285.9560613674303,58.773790269004486
155,Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,4092845,2191442,1901403,2221601,1374587,847014,741817,906861,510507,247265,138583,103523,9048,2657604,1481604,4139208,1318946,1091952,226994,2773899,596813,406830,59649,255654,3508131,556219,5822,5688,6671,446,98,786613,121064,60689,209,95508,3845,32065,4209,818,1617,808,61,341739,173556,2598364,905306,559988,472076,120921,31633,42033,697057,7613,258126,361033,87.0,54.0,287.0149982436878,61.85621215368064
156,Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,3108367,1630087,1478280,1773584,1053063,720521,501457,512965,415378,240024,136688,101934,7173,1915619,1130103,3045722,1124744,851014,273730,1983623,450123,332663,49243,292715,2732016,363453,3574,1204,920,240,31,596317,121039,70484,452,99466,3476,28719,3620,602,1283,852,68,362568,141351,1893706,706851,453462,388588,86512,21027,27502,548851,14029,275402,210791,91.0,57.0,267.9073807634141,64.1524168459831
157,Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,4589838,2394476,2195362,3127260,1742440,1384820,489898,554301,552171,428121,378742,639260,52132,3094625,1146880,4241505,1542806,1226399,316407,3047032,175578,203029,99863,1064336,3537787,985070,20493,23883,3877,4975,504,344155,717566,469747,1228,582769,68506,152257,7486,603,1862,2204,767,654614,539863,2678289,1161686,685258,560253,129383,33210,43679,688062,107236,243172,503471,92.0,68.0,230.55188751521496,58.988229177247554
158,Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,3405559,1752542,1653017,1965843,1165965,799878,540661,538301,477689,270775,182823,153041,15662,2178952,1286726,3465678,1204710,867393,337317,2200849,316891,507882,60774,319163,2975998,413243,3634,2424,722,397,602,705025,73393,65080,899,247856,5184,34788,3812,647,1350,933,53,297883,112567,2116007,776583,506583,401983,109774,25849,34820,597191,12244,341166,172901,94.0,58.0,272.4766058489563,65.23230614113366
159,Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,1885204,1006240,878964,1092677,654827,437850,270550,330084,257279,184298,115069,110391,9368,1277039,710960,1987999,592267,494545,97722,1292937,245089,135679,43528,167971,1596278,276846,3137,3160,3161,487,100,316647,94843,59209,374,88081,2624,18733,2058,359,751,425,56,182879,113500,1224584,411153,246795,204757,51502,14583,19744,294748,9374,158537,108322,87.0,58.0,297.84143615637004,60.02510014520143
160,Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,1656616,881776,774840,1017087,603596,413491,237853,283674,263749,175582,107628,95072,7194,1170752,543034,1713786,524676,430934,93742,1131940,239350,129517,51330,104479,1375788,273967,1263,504,2033,606,65,299785,65985,32510,300,61491,2488,18082,1730,325,656,331,35,157415,85404,1069916,361028,223535,186544,43298,11331,14941,268151,6646,146596,72121,88.0,61.0,296.35263746856197,61.916250263137485
161,Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,1581810,845856,735954,1062003,623583,438420,171216,292852,298700,195192,121283,118571,13400,1211214,397708,1608922,506072,413713,92359,1075738,170827,158026,20803,156416,1457892,113961,1362,1045,1733,3917,94,265643,85483,47520,387,113098,2964,21506,1825,290,636,417,58,166012,93434,979633,362026,237786,178289,50264,13365,17505,261034,10690,138521,92232,87.0,67.0,270.5974156552292,65.68202283813869
162,Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,1379545,740040,639505,930836,546198,384638,133123,291837,282449,168866,101542,79012,6531,1063360,276224,1339584,442023,364543,77480,937522,166731,151727,12533,111032,1273546,101963,1004,371,332,228,444,255836,58438,32687,185,65479,2404,14279,1510,259,549,338,20,150177,72893,856336,320763,202054,170264,41165,9720,12540,240103,6104,122958,85631,86.0,67.0,266.96844710892464,62.99167921487204
163,Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,1796184,963255,832929,1170243,692964,477279,235341,344866,341845,223529,157167,97740,5930,1406418,475166,1881584,628864,493991,134873,1167320,224986,234069,20783,149026,1612968,176327,1300,478,819,155,103,363933,41323,23831,294,49753,2682,25354,2056,343,724,527,20,197245,89107,1100820,415918,276272,225671,54270,11525,14806,320512,6125,167007,85797,86.0,65.0,264.6723633023817,66.42463177837939
165,Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,1689974,906092,783882,1075196,653430,421766,169207,327534,282919,167911,104699,106888,10399,1169557,461666,1631223,620764,470969,149795,1069210,196613,243035,26109,155007,1509708,171581,1148,463,2875,256,145,304856,91565,42616,143,104176,2217,18615,1906,323,688,403,55,206627,114634,1002817,410090,274954,170673,65432,20490,26905,276057,9057,136422,107861,87.0,64.0,244.53583359750297,67.04723353410228
166,Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,1998603,1057436,941167,1304513,783705,520808,184997,370685,341371,186348,99814,92586,11783,1287584,483088,1770672,814914,565357,249557,1183689,228881,248072,48648,289313,1823930,147842,7050,4951,1203,7328,311,309592,195321,94342,370,183340,8517,40774,2651,350,852,666,135,238492,147302,1171301,510728,308331,223646,72987,21485,27675,326556,25466,152745,135508,89.0,65.0,229.33949186259613,60.37088234833414
167,Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,1221592,641011,580581,641191,397586,243605,185575,202692,154118,61543,32237,34658,3535,674358,509536,1183894,503351,326783,176568,718241,267580,131354,14882,89535,1163804,33724,1351,1034,69,20390,41,258013,43819,20720,145,77082,1079,9906,1287,239,483,260,22,84273,42178,793551,265080,159666,145245,40139,11857,15312,209129,6708,115487,36945,91.0,52.0,299.3628338614758,60.233137166138526
169,Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,875958,466358,409600,488106,302283,185823,119002,141201,131165,60400,33810,37165,3926,526669,403649,930318,349676,237153,112523,526282,114244,130422,13523,91487,815142,57454,965,389,94,234,157,198298,48525,12874,125,42936,1316,11298,904,161,338,176,20,70567,41692,527067,201394,137393,104537,31794,8899,11462,157367,4536,97343,19921,88.0,56.0,261.70938558249003,68.22099963256105
170,Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,1799410,965876,833534,1002937,630626,372311,325773,415195,249238,114783,61702,63112,5728,1235531,588025,1823556,701689,485314,216375,1097721,251755,273458,19098,157378,1637549,157612,1367,231,168,916,50,378056,67569,26907,248,73522,1655,18612,1949,348,722,406,32,133063,90787,1120432,408527,265310,216154,54436,14711,19761,312553,6773,187378,67368,86.0,56.0,274.2614319249401,64.94307597784234
171,Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,991730,527721,464009,531072,330339,200733,168472,174106,124256,69641,40266,35826,3660,616227,383908,1000135,394197,254977,139220,597533,160094,150695,12555,70853,955372,34559,693,63,101,285,27,207237,23558,11637,105,41046,827,9437,1019,186,378,223,13,44786,27623,638046,214228,136669,108770,30004,8290,11257,162755,3009,97672,26224,88.0,54.0,297.8350168978845,63.796049069215975
172,Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,2632733,1384722,1248011,1512166,911003,601163,409875,463642,376472,227119,134445,116445,10212,1738210,895178,2633388,1063929,713736,350193,1568804,328758,425366,51555,258250,2274674,350700,2201,402,172,199,47,558807,77733,43492,207,75263,3385,33501,2868,539,1076,597,43,211608,117023,1624830,603831,395547,314716,80304,18567,24098,460648,8349,267526,88566,90.0,57.0,269.08688026947937,65.50624264073889
174,Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,1599596,838485,761111,813424,507279,306145,184229,253910,180825,146757,89011,45341,5115,905188,670750,1575938,639086,402644,236442,960510,141102,321410,30491,146083,1372381,220423,2225,522,687,545,3,349856,30764,22034,154,43753,1503,15029,1645,312,620,350,14,92723,46197,1034099,336401,210556,196096,41806,10001,13548,271140,3175,171705,33644,91.0,51.0,307.400691436708,62.59077707854615
175,Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,5954391,3131807,2822584,3665727,2199340,1466387,823863,934881,738076,596615,502826,428871,36764,4061896,1756098,5817994,2111907,1426110,685797,3842484,474283,541146,185877,910601,5102041,796756,13782,4377,4391,2247,305,983266,265304,204357,1195,391542,24122,85491,7224,1075,2389,1820,300,373803,278760,3764404,1335224,818137,549894,179798,61206,91505,853641,34772,384892,322833,90.0,62.0,281.930522519068,61.2733893339245
176,Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,3260699,1707073,1553626,1692458,1010518,681940,533140,420824,350564,197780,132332,113799,12281,1760720,1540841,3301561,1192850,871241,321609,2067849,458479,421973,77235,235163,2505444,737106,4857,2090,1553,3016,211,635840,79068,60554,536,108116,3159,26293,3230,564,1160,767,45,305263,103904,2043335,709494,445269,376659,91916,23021,30817,554258,8736,239391,264344,91.0,52.0,287.99891190059395,62.75867026359631
177,Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,2470996,1259628,1211368,1450901,838339,612562,356093,361114,347114,231129,176303,179996,18947,1670696,981915,2652611,831209,597888,233321,1639787,260406,272734,43505,254564,2094271,365806,3225,1912,737,358,185,510378,79288,58328,324,127754,4746,28625,2985,513,1063,698,65,238464,94981,1534832,543148,367332,252763,83756,25796,35595,403711,10253,153953,229802,96.0,59.0,282.5808067046183,67.6301855111314
178,Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,2397888,1212410,1185478,1486939,846676,640263,342667,392873,353570,247028,172872,194387,15458,1718855,813502,2532357,787398,547406,239992,1610490,213814,301120,58520,213944,1985654,401678,2536,869,1817,235,33,501559,65031,21512,1688,99581,2509,27308,2797,511,1031,624,30,146958,67875,1499494,515229,367234,206450,82674,31457,46756,357876,4387,155590,174989,98.0,62.0,291.0344720502922,71.27587926921815
179,Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,3797117,1914586,1882531,2239902,1300248,939654,460210,637015,526973,306046,188848,176414,15277,2310783,1118891,3429674,1242632,869838,372794,2554485,338890,501634,85785,316323,3119590,650261,4453,1629,9989,426,336,839737,49891,55055,777,233701,5956,44008,4190,730,1497,1037,37,278962,101900,2376875,828222,580164,350025,142503,51197,74847,612902,9494,300237,227335,98.0,59.0,286.9852527462444,70.04933459869456
180,Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,3487731,1843884,1643847,1398368,878285,520083,447648,493760,215939,104762,65106,47690,7028,1381933,1920966,3302899,1152160,895576,256584,2335571,430227,482897,37965,201071,2291892,1169330,6400,8212,2793,1177,38,698520,61742,38940,263,85814,2681,35463,3060,584,1161,624,37,223076,93687,2275746,754346,446242,403826,96648,26960,37809,582513,7619,220216,326580,89.0,40.0,301.68463808385013,59.15614320219104
182,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,2148665,1114721,1033944,868357,544943,323414,379253,227932,122911,65516,40633,37109,2777,876131,1332817,2208948,760253,534332,225921,1388412,276614,328768,29916,124955,1333242,805975,3228,900,1866,198,87,410070,35768,16229,335,57400,1551,15510,2174,393,795,496,26,141528,48201,1415213,442339,283947,181378,69285,26229,40851,314737,4279,104918,191185,93.0,40.0,319.9385539145316,64.19216935427353
183,Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,3433919,1787146,1646773,1679994,1034181,645813,678171,425584,305644,192664,144067,118176,8722,1873028,1620782,3493810,1170552,855848,314704,2263367,440340,431532,65299,233381,2739076,678615,4735,1893,649,338,57,673578,52794,45517,907,104084,4313,31811,3614,637,1301,864,41,248745,66742,2223078,734903,464584,303072,116129,43205,64383,521253,9886,217341,288071,92.0,49.0,302.49951354124283,63.21705041345592
185,Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,2464464,1255272,1209192,1393783,819719,574064,470355,349221,324085,211477,162961,143642,13030,1674771,1021192,2695963,783688,558642,225046,1680776,296928,282260,36856,167644,2082976,364510,3493,900,9753,107,99,513960,31065,37593,1166,108101,3423,30244,2775,478,989,692,24,172901,62328,1574037,519265,363891,211665,86134,32142,47969,372178,5089,161329,193400,96.0,57.0,303.12788268032705,70.07809114806506
186,Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,1715183,869656,845527,954949,567098,387851,341757,290532,205875,129442,86528,63506,8882,1126522,683053,1809575,539469,383482,155987,1175714,149604,241825,28884,119156,1300586,404410,1766,447,4393,95,35,324972,27179,17671,1682,79525,2031,19729,1850,340,684,416,17,123330,38686,1108368,352395,250502,143246,59397,24175,36322,253488,2887,109340,130175,97.0,56.0,314.5243263950964,71.08557158870018
188,Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,4440895,2277777,2163118,2700328,1593890,1106438,873031,618398,560246,425913,316166,273903,36253,3103910,1453960,4557870,1351629,1016876,334753,3089266,255660,454931,82965,558073,4009037,403847,9662,2123,2848,460,207,761958,189170,149727,1091,296619,14597,65360,5455,792,1799,1464,175,390206,213529,2755630,992114,659677,392621,157629,60398,90919,666811,22177,262327,390464,95.0,61.0,277.7533630207819,66.49205635642677
189,Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,3564544,1818055,1746489,1954820,1183722,771098,836856,424892,367405,249265,170911,119625,11970,2180924,1550315,3731239,1116973,804857,312116,2447571,265686,528388,57049,265850,2928462,620244,5006,767,4619,383,133,742324,42775,29304,347,127331,3486,35931,3704,692,1374,836,27,266463,95139,2236842,772777,500373,328791,131217,44482,65323,549999,5421,214524,303575,96.0,55.0,289.4550433048602,64.7499860891305
190,Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,3100946,1537436,1563510,1875239,1079288,795951,602403,473097,449571,372031,277548,194341,23334,2392325,1130108,3522433,876246,639073,237173,2224700,238237,291016,50418,296575,2730957,358539,3626,818,1182,209,146,597778,67928,60348,789,150001,4469,36068,3643,633,1302,867,58,257442,100060,1946336,664708,481219,244457,118348,50948,79868,463312,6074,165652,274621,102.0,60.0,292.81067777129203,72.39554812037767
191,Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,4613913,2285004,2328909,2771917,1559414,1212503,831966,1344726,879745,489060,312571,158303,8087,4024458,1218146,5242604,1372032,941890,430142,3241881,425630,452055,115991,378356,3878626,718692,3810,719,5652,183,226,891024,80434,49699,1656,183381,6652,47324,5419,870,1882,1425,67,299061,135150,2930243,965876,699954,330071,168352,71109,110081,647550,7850,294403,316002,102.0,60.0,303.3767274474156,72.46830856134741
192,Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,2205968,1114709,1091259,1363044,773082,589962,344570,410737,320743,256784,209493,150462,15771,1708560,659237,2367797,696747,475413,221334,1509221,145225,212343,118614,220565,1769937,428555,2109,340,564,155,129,352207,99321,40087,728,149908,2656,26716,2693,402,919,688,54,160149,87874,1402738,467343,323260,177926,76849,29470,44690,313109,5380,109751,187140,98.0,62.0,300.1517087021738,69.16975326473276
193,Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,3239774,1672902,1566872,1963590,1160960,802630,436021,515010,443440,409484,323582,200434,20283,2348254,1032533,3380787,1019483,723060,296423,2220291,206228,384432,72194,356629,3004240,213440,4463,892,1595,233,64,564927,64454,62157,1309,119972,4672,42969,3634,611,1273,901,64,217983,124786,1975934,724362,502628,256651,118486,47236,73448,472507,5795,130319,305850,94.0,61.0,272.7826694387613,69.3890623748899
194,Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,4494204,2220465,2273739,2731677,1565394,1166283,665376,939616,769693,520111,353996,256398,25909,3531099,1344789,4875888,1437375,934157,503218,3056829,540762,436792,88404,371417,3981502,483750,4947,1286,7898,349,114,926088,80582,56508,1321,181467,8002,52398,5261,845,1824,1389,69,239695,131852,2826453,927026,689979,321922,168722,75638,121720,653913,8271,325066,238355,102.0,61.0,304.8946847229743,74.4293040324651
195,Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,3620268,1855075,1765193,2197549,1293553,903996,566504,691057,563310,449909,334003,186306,12795,2803884,1008996,3812880,1204602,808700,395902,2415666,368943,435934,68254,331471,3233790,368153,4181,810,3145,213,184,700173,61467,36798,1276,105767,5309,50180,4079,702,1443,993,63,216165,116171,2234593,774130,556273,268989,129252,54760,84572,514080,5915,213032,213999,95.0,61.0,288.65862322865667,71.85782749667369
196,Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,1952756,1017905,934851,1174606,699454,475152,295979,367768,276638,196240,135962,88299,7586,1368472,543247,1911719,652543,462971,189572,1300213,125980,248674,58552,219337,1727869,215081,2153,1389,340,100,1175,344937,50822,32433,1080,99602,3492,20762,2183,383,789,507,30,129320,74557,1222695,437000,287767,164090,68585,27671,42299,283240,9071,128710,103011,92.0,60.0,279.7929061784897,65.85057208237987
197,Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,3676841,1921857,1754984,2403903,1389116,1014787,467782,608174,557052,447926,351391,281652,34841,2748818,906367,3655185,1220708,921234,299474,2456133,197952,182146,168764,671846,3107681,546987,7696,3309,1146,1898,298,438935,316129,202055,544,336056,19214,57583,5059,616,1533,1401,302,301753,295357,2260457,856070,531549,305032,118204,47717,73989,500257,33976,167334,278202,91.0,65.0,264.05048652563454,62.09176819652599
199,Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,2496970,1312302,1184668,1428683,865837,562846,361642,421577,340261,232189,177109,140668,17680,1691126,868542,2559668,881996,613061,268935,1614974,178132,334372,80246,289246,2292534,195765,2373,1133,341,701,27,465152,77963,43500,1099,145997,4447,24518,2875,489,1024,679,52,131018,102361,1590528,552177,346773,235797,80665,29306,44335,381372,6470,190622,98038,90.0,57.0,288.046767612559,62.80105835628793
200,Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,1862559,971344,891215,985708,601988,383720,306218,297226,212565,120822,82614,63846,9357,1092648,745126,1837774,730399,463611,266788,1132160,141007,371261,29417,188714,1738769,103567,3963,1649,1747,487,1907,337048,91040,40467,379,95582,5149,25220,2337,323,774,631,59,90701,78826,1203938,418914,237866,217864,61110,15940,21647,288821,19116,158004,71772,92.0,53.0,287.3950261867591,56.781582854714806
201,Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,1774480,947339,827141,1055202,647042,408160,238019,214091,201984,178434,119665,88607,8092,1048892,718310,1767202,545984,440244,105740,1228496,242396,131779,28396,143413,1611126,146346,2464,708,2887,5671,18,334246,67752,37027,360,69591,2635,19712,3461,679,1347,602,71,141689,57574,1149372,383707,237427,191936,53726,15420,20684,280646,6907,130131,120195,87.0,59.0,299.544183452478,61.87716147998342
203,Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,3935042,2061110,1873932,1759481,1091226,668255,1053481,543965,250243,159563,98732,70669,6035,2182688,1710878,3893566,1478947,999282,479665,2456095,217539,998833,38691,223884,3047427,865090,8469,926,1337,296,1895,839514,96620,38414,1841,57546,3495,41143,3181,935,1347,621,40,270894,112382,2544205,888205,497793,508159,109279,26324,35133,694531,7910,282250,368844,91.0,45.0,286.4434449254395,56.04483199261432
204,Bihar,Purba Champaran,26.68129336734693,85.00382155612242,5099371,2681209,2418162,2276957,1407603,869354,1280809,982506,450631,241118,121594,68781,5149,3150588,2142757,5293345,1737539,1260774,476765,3361832,349032,1057417,46164,284926,4086453,990349,4865,668,878,464,104,1142260,101565,52358,5190,74979,7719,70258,4098,1194,1754,797,47,391064,179522,3316422,1122340,648009,747255,129176,26188,34713,967001,9489,430949,470416,90.0,45.0,295.4917404708021,57.73731667765561
205,Bihar,Sheohar,26.458380748663107,85.29539411764709,656246,346673,309573,283698,171645,112053,128209,91277,37063,25657,16031,10091,661,308989,348078,657067,216372,166693,49679,439874,38727,136334,9119,32192,552492,99342,522,216,73,52,44,158484,7516,3983,1721,10004,478,6698,489,173,211,90,4,52118,30398,421241,139909,93398,124984,8303,733,897,147280,830,75837,57924,89.0,43.0,301.0821319572008,66.75624870451507
206,Bihar,Sitamarhi,26.56570069686413,85.61172491289203,3423574,1803252,1620322,1436794,885188,551606,733380,394422,196321,136500,92783,70549,11936,1635891,1852765,3488656,1114583,865929,248654,2308991,216012,635907,37932,224732,2672311,740101,2897,261,253,188,20,807294,49670,39465,11322,66263,3460,42461,2679,866,1150,520,29,217626,152392,2206340,739982,449035,602916,59010,7662,9470,720630,6856,358607,251811,90.0,42.0,298.1613066263774,60.68188145117044
207,Bihar,Madhubani,26.41380538172716,86.16328360450552,4487379,2329313,2158066,2155338,1340085,815253,783888,771417,520875,303114,170563,137780,11352,2698989,2003079,4702068,1636938,1105947,530991,2850441,396880,940642,54934,244482,3652168,818912,3262,564,328,442,169,1047552,41234,47090,18924,113281,5319,65548,3520,1090,1535,668,26,235903,166993,2860455,1009424,611899,681994,116811,22106,28218,884913,8410,412398,346397,93.0,48.0,283.37497424273647,60.6186300305917
208,Bihar,Supaul,26.28157893772896,86.78496465201461,2229076,1155283,1073793,1033283,647672,385611,467768,269737,157787,99530,69665,45726,5850,1116063,1220268,2336331,877682,551718,325964,1351394,201882,554271,22555,98974,1809936,409251,3758,271,136,546,42,572287,27815,12111,10561,51028,1845,25078,1836,533,797,350,15,152501,47753,1453438,495020,277610,345385,55898,9148,10961,430158,5069,145728,273702,93.0,46.0,293.61197527372633,56.08056240151913
209,Bihar,Araria,26.211528119180603,87.30766554934816,2811569,1463333,1348236,1195768,727643,468125,625357,426625,206161,112955,68177,39627,6938,1485840,1653766,3139606,1069893,708391,361502,1741676,222913,691947,24367,130666,1593525,1207442,4116,371,187,1910,63,659061,44213,17004,3621,43290,2561,29796,2035,708,866,375,22,225043,52549,1872943,612012,324091,459413,47807,6416,7782,550065,6185,213049,317350,92.0,43.0,306.0304373116867,52.9550074181552
210,Bihar,Kishanganj,26.324336758321294,87.95045007235886,1690400,866970,823430,745056,439921,305135,356401,235779,89025,42778,25989,15386,3761,769119,945397,1714516,529064,421192,107872,1161336,107862,321867,11633,87702,531236,1149095,5783,398,183,1476,28,401793,43357,11715,8431,58718,1093,14073,1347,402,574,260,14,108435,34858,1139615,361114,188447,276414,16858,2134,2594,326865,4776,159662,142448,95.0,44.0,315.58316764235116,52.1849055976783
211,Bihar,Purnia,25.81714801901739,87.40447606973065,3264619,1699370,1565249,1332326,805261,527065,668690,360243,184327,119259,83226,59996,11116,1486857,1798786,3285643,1143318,803275,340043,2121301,197424,745015,28840,172039,1989420,1255641,7989,614,353,1450,650,712847,85749,33688,5222,86058,4170,33664,2641,822,1115,521,36,234013,87774,2155512,696556,372692,517258,53373,8430,10296,624039,8720,273244,314626,92.0,41.0,309.45279345809956,53.50495868243185
212,Bihar,Katihar,25.56565356037151,87.70466083591326,3071029,1600430,1470599,1280190,762256,517934,472616,444260,237243,133811,88498,57114,11896,1445438,1705551,3150989,1013566,760522,253044,2057463,168857,672291,20577,151841,1684589,1365645,8659,2754,212,507,2141,668232,69838,32570,5354,60900,2941,27263,2516,732,1069,491,31,200849,108018,2054202,660403,353483,505400,43516,6587,8148,595596,11309,239547,314391,92.0,42.0,311.0527965499854,53.52534740151089
213,Bihar,Madhepura,25.77341929460581,86.8978443983403,2001762,1047559,954203,834577,517666,316911,340813,189431,114474,99437,79891,44955,6509,875510,1202278,2077788,777546,496046,281500,1224216,190809,484062,16347,86328,1753829,241760,1342,170,60,133,81,486278,24000,12302,3444,23236,1397,23309,1494,487,651,285,12,139028,52388,1311771,444235,242382,324221,42330,6610,8126,394241,3072,153322,218811,91.0,42.0,295.2876292953054,54.56166218330388
214,Bihar,Saharsa,25.821270696721303,86.54670819672135,1900661,997174,903487,804996,506374,298622,348300,194897,104182,90182,64560,47051,6016,855188,1151349,2006537,649898,456724,193174,1250763,164600,356833,18651,109814,1629254,266620,1292,197,60,109,8,432651,38046,21651,3961,41342,1668,19415,1582,464,672,311,21,113421,61597,1249692,415863,233870,291291,43704,8148,10170,359161,5426,158574,174742,91.0,42.0,300.50569538525906,56.23727044723863
215,Bihar,Darbhanga,26.146187719298258,85.97387352472099,3937385,2059949,1877436,1816634,1125566,691068,672797,490534,332382,224622,152540,129597,26073,2028545,2203198,4231743,1223640,947927,275713,2713745,236673,642115,44846,300006,3042729,881476,3534,832,245,236,101,907174,95539,59510,16793,127442,6280,53205,3514,994,1489,695,49,247667,202524,2535344,865971,529314,634400,81916,13027,16149,785953,10615,332426,345511,91.0,46.0,292.77470030751607,61.12375587635152
