District code,State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Workers,Male_Workers,Female_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Rural_Households,Urban_Households,LPG_or_PNG_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Total_Power_Parity,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Above_Rs_545000,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Ownership_Owned_Households,Ownership_Rented_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,sex_ratio,Literacy Rate,Youth_Dependency_Ratio,Elderly_Dependency_Ratio
385,Orissa,Nayagarh,20.192895622119817,85.05614700460825,962789,502636,460153,688362,392333,296029,174904,227102,177180,90089,36951,33148,5685,745059,232558,977617,343633,284591,59042,619156,83022,120129,17557,122925,955754,5278,383,107,33,24,12,261646,26688,11159,8593,124984,1163,8278,984,306,345,125,7,30424,43798,502136,262086,196994,174854,29322,4341,5245,219723,7144,131308,27799,92.0,71.0,191.59207283105545,75.16387750585686
386,Orissa,Khordha,20.054162322274863,85.52234834123229,2251673,1167137,1084536,1749936,957515,792421,276378,445785,436534,295099,177974,247498,66645,1945913,371244,2317157,792193,645880,146313,1459480,92662,116274,39471,543786,2147632,84060,12527,1264,475,476,434,331834,356895,160277,10000,349860,35701,75588,4186,550,1022,1105,379,230931,230413,1199521,653346,391701,351892,63308,14040,18047,361364,102422,149118,230972,93.0,78.0,183.59659353543145,59.95307233839344
387,Orissa,Puri,19.83509174603177,85.86698989898981,1698730,865380,833350,1291939,704857,587082,251520,413605,364098,179086,84374,87000,15511,1395194,309790,1704984,621676,498461,123215,1077054,172761,163942,25115,259858,1644905,46094,4239,193,243,94,302,402014,72210,33331,10989,201605,3416,16006,2027,515,663,347,40,83906,87997,888134,477430,328666,270707,51583,9651,12268,343935,17603,119440,123180,96.0,76.0,186.02391973692477,68.84066774186792
388,Orissa,Ganjam,19.2632617564534,84.80297710437702,3529031,1779218,1749813,2210050,1262652,947398,518072,767140,508511,297490,121151,97147,31266,2340777,1055331,3396108,1501772,990027,511745,2027259,284943,565448,56274,595107,3486059,13315,23975,590,174,170,76,795476,219918,120191,6419,405298,9049,41059,4377,1066,1419,785,99,170397,215821,1980232,924756,613249,529384,103539,23512,29241,672524,74534,360704,140804,98.0,63.0,214.13562063939028,66.31468192690829
389,Orissa,Gajapati,19.121080882352945,84.14015091911759,577817,282882,294935,262537,153663,108874,68405,76419,54787,36977,17084,12556,1882,268110,335821,603931,293933,155907,138026,283884,65062,153199,5370,70302,353160,1556,219482,53,2180,66,4,152095,23050,12035,159,63112,635,5523,617,193,198,88,9,21818,23322,345387,144043,85072,91784,13439,1791,2078,119272,7161,68293,12927,104.0,45.0,239.78048221711572,59.060141763223484
390,Orissa,Kandhamal,20.092878624813142,84.02216352765326,733110,359945,373165,399786,233900,165886,108606,145604,108773,48856,21351,14962,2462,450614,287948,738562,355349,193515,161834,377761,79221,162932,11946,101250,580300,2138,148895,82,290,47,23,218446,24489,6938,33,28736,768,6609,739,251,238,93,9,16664,19176,436625,177471,117777,131279,11463,916,1065,156795,9613,72567,16935,104.0,55.0,246.02611130832642,66.3640820190341
394,Orissa,Nuapada,20.471309512195116,82.59152536585364,610382,301962,308420,299383,180903,118480,64389,114394,73787,51886,19577,10131,4316,338480,316086,654566,305438,168155,137283,304944,94692,149834,8641,52271,601092,4952,1778,724,76,905,22,197258,11869,6414,75,43976,757,4221,205,52,78,28,2,15564,23219,344075,152681,112325,128333,11864,897,1013,152129,3851,86403,11802,102.0,49.0,225.3554797257026,73.56842043214283
395,Orissa,Kalahandi,19.784253092783523,83.1124043814433,1576869,787101,789768,802036,484177,317859,213426,225468,172905,94044,40383,27385,6840,780451,765368,1545819,751930,447290,304640,824939,144991,436733,18453,151753,1555367,4975,11160,796,175,1225,220,456336,38412,17610,412,91171,1953,12622,1562,498,520,207,15,43839,47442,880160,415778,275533,330517,22551,1204,1364,382053,10876,208591,34340,100.0,51.0,211.68989220208863,66.26925907575676
396,Orissa,Rayagada,19.292840020060204,83.45860120361095,967911,471960,495951,407735,241959,165776,84956,97387,73210,46001,21439,17681,6306,346980,583140,930120,467122,258032,209090,500789,99265,248175,9959,109723,874445,4607,84916,219,249,123,44,237343,49205,24924,56,61543,1553,9166,1074,290,356,172,15,38841,33500,577569,245766,140825,166387,17042,1555,1749,201492,17683,125025,26498,105.0,42.0,235.00769024193744,57.30044025617864
398,Orissa,Koraput,18.82627794779476,82.81278469846964,1379647,678809,700838,568090,340843,227247,158847,158653,98266,60589,32257,29000,10200,547812,770707,1318519,693406,384053,309353,686241,207194,290626,14416,181170,1294151,8850,68550,518,219,491,3384,381789,78339,39631,1519,85766,3988,17294,1519,437,458,254,35,74594,58682,818578,348803,207206,254148,26944,2145,2437,294487,30413,172539,46292,103.0,41.0,234.68204115216898,59.404878971797835
399,Orissa,Malkangiri,18.25227930367506,81.98293636363628,613192,303624,309568,244706,147001,97705,60913,64683,44962,19031,8487,5585,1202,204863,390356,595219,310666,170495,140171,302526,151260,106353,7725,45328,600219,1871,10039,213,43,195,35,167884,15839,4738,36,24604,448,3908,564,176,192,75,5,14559,12839,381913,146355,83284,104884,12404,857,932,128850,5901,78733,7862,102.0,40.0,260.9497454818762,56.905469577397426
400,Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,658917,334737,324180,397823,229923,167900,143413,109639,87969,47127,38677,26802,4134,457761,179639,637400,307071,185483,121588,351846,118498,94648,4830,89095,604259,25878,9398,1391,84,1155,15474,121852,59763,25605,51,80023,1667,7609,852,146,293,236,38,38370,35636,399581,165022,94073,111220,16253,2167,2572,124298,17842,67765,38999,97.0,60.0,242.13801796124153,57.00633854879955
401,Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,2359886,1193129,1166757,1187941,694686,493255,364452,338509,281260,135374,105992,64607,9524,1299718,991866,2291584,1155807,649888,505919,1204079,465287,523356,12643,154521,2126195,81442,97432,2303,1287,623,48295,525596,65167,29433,169,253131,2737,18983,2462,530,946,725,36,59109,130736,1441436,561915,355077,383510,70257,8651,10044,492651,18701,253795,75066,98.0,50.0,256.5220718436062,63.19051813886441
402,Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,851669,424747,426922,495415,280656,214759,120768,137681,127299,64188,50562,26161,3166,529825,328438,858263,487360,263645,223715,364309,226866,197558,7553,55383,629509,15336,189588,474,467,694,14835,205670,20722,6628,145,76783,567,5755,856,196,342,246,11,13683,27142,488965,214455,148100,136893,26950,3115,3619,179774,7347,106704,17829,101.0,58.0,228.00354386701173,69.05877689958267
403,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,951639,542756,408883,246480,260661,210964,130700,93340,66358,8804,1017307,460166,1477473,690167,429211,260956,803817,208313,323788,9959,148107,1422986,17332,47653,2117,781,409,1782,354278,66638,27771,109,297308,3342,13857,1575,325,594,446,45,50603,69909,841958,398257,253488,270070,35329,4922,5825,331942,19805,220996,57621,99.0,64.0,211.4107222220827,63.64935205156469
403,Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,750278,743706,951639,542756,408883,246480,260661,210964,130700,93340,66358,8804,1017307,460166,1477473,690167,429211,260956,803817,208313,323788,9959,148107,1422986,17332,47653,2117,781,409,1782,354278,66638,27771,109,297308,3342,13857,1575,325,594,446,45,50603,69909,841958,398257,253488,270070,35329,4922,5825,331942,19805,220996,57621,99.0,64.0,211.4107222220827,63.64935205156469
520,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,1939994,1059692,880302,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1072969,753843,319126,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,1159,581868,377160,328277,728,547206,38570,96301,6097,279,1292,1881,592,547214,369857,1414154,748339,462741,418185,69416,12537,14741,463109,119513,184021,338725,96.0,74.0,188.97237749201898,61.835745564510205
520,Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1344345,1289855,1939994,1059692,880302,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1072969,753843,319126,1561231,206975,191182,32919,641893,2239370,227465,17452,7477,121791,12260,1159,581868,377160,328277,728,547206,38570,96301,6097,279,1292,1881,592,547214,369857,1414154,748339,462741,418185,69416,12537,14741,463109,119513,184021,338725,96.0,74.0,188.97237749201898,61.835745564510205
404,Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1206640,612915,593725,748759,433391,315368,178191,188303,168387,89167,83166,61215,11792,780221,410186,1190407,521186,333329,187857,685454,113071,221806,7899,178410,1133176,30195,21059,3666,897,753,15649,206598,126055,43357,64,202380,4544,18004,1565,246,521,416,75,67505,77854,729708,309479,166959,208797,26348,3799,4509,232642,29297,134931,71646,97.0,62.0,235.7859499352137,53.948410069827034
409,Chhattisgarh,Durg,21.194463849287164,81.33181639511197,3343872,1682101,1661771,2303378,1284612,1018766,463598,573291,497668,309508,286244,202424,30555,2363288,823501,3186789,1496805,921729,575076,1847067,392341,560415,22565,521484,3129745,83499,24304,24276,19587,17209,42569,533448,349741,129193,2034,614109,16141,51289,4209,649,1369,1164,266,235446,228551,1919832,898241,523656,473520,106165,27076,33807,582952,74863,373891,179501,99.0,69.0,213.73239475819963,58.29794008512192
410,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,4063872,2048186,2015686,2629749,1493158,1136591,618508,664470,552373,313247,267265,227382,31483,2674728,1247434,3922162,1757664,1099964,657700,2306208,383279,708993,34078,631314,3881485,103038,23181,16707,8397,17137,10680,673499,395001,166505,1462,728556,20261,59523,4561,716,1465,1310,320,259502,267090,2454299,1038155,560184,623870,105412,24592,31521,739497,86940,448306,207630,98.0,65.0,236.40968834133633,53.959572510848574
411,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,1032754,511967,520787,637963,364089,273874,179770,194739,152183,78583,57949,33357,5951,702532,384764,1087296,499260,291858,207402,533494,139199,278073,6135,75853,1008061,12570,5284,2941,521,1495,1417,274793,35774,13200,52,212487,961,5614,964,232,404,238,20,26449,48150,582544,272009,177826,190249,27994,4433,5334,241908,7773,162045,29289,102.0,62.0,214.1635019429504,65.37504273755647
412,Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,799781,397897,401884,546833,303924,242909,143128,148544,120146,65196,58875,31319,5096,572304,214637,786941,402895,226382,176513,396886,135435,182602,7310,77548,777188,10425,2644,1196,667,3612,3685,168689,41792,14568,58,148926,1016,4804,782,198,322,174,26,29042,50033,461125,213021,125429,113655,24428,5772,7166,156006,6283,100179,37269,101.0,68.0,216.46926828810305,58.88104928622061
414,Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,1413199,698487,714712,650863,382335,268528,183667,178766,139330,60936,57413,32895,3227,656234,729550,1385784,726531,404364,322167,686668,284472,287828,10821,143410,1277975,12413,27951,2099,985,3466,86925,316425,54894,22075,66,157646,1782,9042,1529,353,622,406,36,48350,62326,864272,358157,189569,222252,35222,3347,3836,287405,13252,161593,35465,102.0,46.0,241.31093347330918,52.92902274700759
417,Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,86919,54076,32843,25597,22787,14170,7192,6755,3421,147,80069,163278,243347,134525,71591,62934,120705,66504,49859,1399,16763,245151,1617,2709,68,1649,15,3793,50449,7942,1022,29,12516,117,1462,1387,293,528,383,40,7780,2843,167348,63802,23927,35090,4836,435,506,47682,1846,26040,2460,98.0,34.0,262.2927180966114,37.50195918623241
557,Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,1248268,730566,517702,246391,430477,143199,182756,129109,96990,24569,1253491,746979,2000470,927722,580111,347611,1249609,262217,351600,25379,288526,1786830,369588,2433,558,374,8665,499,396449,131041,58890,313,326594,4987,36571,2938,447,860,643,89,297164,73300,1295274,527085,353549,269069,64643,21459,28159,338321,55083,161163,104504,96.0,57.0,245.74290674179687,67.07627801967425
418,Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,687861,361784,326077,328025,208201,119824,90911,70840,43009,37072,24732,17091,1497,285152,393141,678293,277455,183788,93667,410406,106745,115261,4166,51283,638702,41396,230,6387,201,379,40,150146,26376,11701,19,74770,273,5393,693,156,289,174,16,38510,18710,449974,155063,82416,111135,15868,2663,3212,138428,5214,75897,20137,90.0,48.0,290.1878591282253,53.15000999593713
419,Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,1965970,1068417,897553,1179685,747652,432033,288979,285682,228234,170254,115790,71005,8265,1168209,706917,1875126,675993,525329,150664,1289977,304674,148222,16354,206743,1875495,76159,1092,557,3234,6681,92,319298,95288,45113,224,131486,1781,20172,1924,473,789,380,66,183336,75574,1254302,452484,257704,247902,56260,16340,22524,346829,12915,212905,72770,84.0,60.0,277.2036138294393,56.953174034883006
420,Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,1703005,926843,776162,1094917,676513,418404,202629,261162,199044,140743,96011,50222,8059,957870,388473,1346343,520768,455775,64993,1182237,231185,158266,9838,121479,1595400,66776,973,4047,12215,19950,73,271211,88385,32268,94,107819,1166,14368,1786,379,712,411,47,181907,68734,1040736,399676,258588,184647,59575,18857,25960,288622,7464,169781,51290,84.0,64.0,260.39491988510696,64.69940651928063
421,Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,2032036,1090327,941709,1357210,803114,554096,235648,235924,204871,193082,166719,193947,23148,1253339,554486,1807825,685311,548820,136491,1346725,130586,120348,22592,411785,1835299,141735,4119,24790,4361,18058,217,172720,272172,165061,397,306859,15779,46454,2830,330,797,823,249,278747,221052,1218319,519728,291451,250533,61417,17029,22172,316586,45158,130088,177949,86.0,67.0,234.41473232152202,56.077602130345106
422,Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,786754,420157,366597,491445,303815,187630,132176,131372,88949,73398,48978,34853,4262,513988,260076,774064,321160,225662,95498,465594,152903,93744,6839,67674,747693,28483,683,490,7923,453,10,160453,43401,17555,99,97696,616,5251,951,202,385,237,25,90102,35209,473097,195131,118186,109942,23412,5506,6863,153252,4235,83399,33638,87.0,62.0,242.45096883632021,60.567516181437085
423,Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,1726050,919795,806255,900846,573242,327604,261087,214162,125117,84684,58509,44812,6218,794589,719547,1514136,759281,481001,278280,966769,383340,220440,13079,142422,1648749,51200,1117,7151,3421,12171,72,367859,66759,35706,112,148128,1852,15304,1827,407,750,454,52,111617,52090,1106084,389652,227989,267155,39868,7302,9170,341253,11678,179448,39750,88.0,52.0,283.86457659655287,58.51092769958836
424,Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,1445166,760355,684811,747940,459353,288587,202448,188694,143231,78053,58245,35034,5340,711045,659348,1370393,655318,402776,252542,789848,305859,223852,15622,109985,1383475,44143,588,251,109,15569,39,322772,60220,21489,57,132725,1090,10899,1591,328,630,429,36,95728,30506,898323,343824,201875,211780,45660,10204,12472,292003,5586,140242,26114,90.0,52.0,261.2740820885104,58.71463306808135
425,Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,1762375,936121,826254,943033,572010,371023,270951,236054,160310,112961,77787,59704,7837,925604,770268,1695872,751797,481518,270279,1010578,302228,238364,26390,184815,1676918,70351,1980,968,250,10409,102,375869,95048,36506,78,176056,1880,15567,1947,413,771,468,64,120424,56851,1112636,394060,252417,268197,50366,10861,13931,354948,12483,185719,47529,88.0,54.0,282.35192610262396,64.05547378571791
426,Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,1016520,533480,483040,552559,332140,220419,171707,134936,99251,70359,47903,29795,3052,557003,427997,985000,431998,275375,156623,584522,135445,198847,12201,85505,974748,35214,418,186,37,4734,218,256744,32179,13285,32,76097,653,8501,1034,238,438,269,23,46827,23811,635347,235035,144827,178890,19926,2505,2979,226597,5039,118747,25909,91.0,54.0,270.32016508179635,61.619333290786486
427,Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,2378458,1256257,1122201,1545719,908607,637112,347752,426916,297079,214137,137899,116753,14346,1554882,711804,2266686,1006035,682077,323958,1372423,203600,378560,140458,283417,2198297,103480,5580,4146,991,62992,168,448408,165507,68482,161,366494,4546,24811,2771,525,1037,716,123,251779,127876,1470688,569166,335432,385255,46871,7601,9373,466797,29071,241532,107537,89.0,65.0,258.3935090992786,58.93394897095048
428,Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,1264219,661873,602346,747715,445737,301978,197917,217296,150040,95032,64414,41158,5260,771117,469038,1240155,574595,367711,206884,689624,114611,250165,67383,142436,1186420,47966,1681,1096,119,25005,82,303387,66514,23270,22,187731,1432,10504,1359,287,547,354,36,90156,43355,768929,312593,181403,233178,23000,2799,3332,283661,10655,131839,36196,91.0,59.0,245.98407513923854,58.031689769124704
429,Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,2228935,1157495,1071440,1371781,801051,570730,338947,334635,309536,197373,148091,105499,16052,1450133,715509,2165642,911349,590487,320862,1317586,227967,371584,46056,265742,2158623,59471,2228,1163,364,3135,1689,461831,114173,55196,166,294702,3754,22751,2641,487,963,766,86,120969,142613,1365647,535086,326049,355209,57313,11238,14209,455270,16995,243532,92951,93.0,62.0,255.22009546129033,60.93394332873594
430,Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,2365106,1225100,1140006,1441757,845572,596185,344362,330131,312931,206274,180635,122371,11438,1508142,766166,2274308,991946,617184,374762,1373160,258321,463506,50878,219241,2268838,85414,1964,832,986,655,232,523910,94489,45180,378,251132,3406,31194,2756,511,1000,831,86,113424,126470,1460075,540235,362228,396235,65709,12012,15940,524701,11182,223940,119338,93.0,61.0,270.26664322008014,67.05008005775265
431,Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,644758,330674,314084,356672,210907,145765,90791,94011,74854,43418,27216,18144,2784,351218,230782,582000,289691,175698,113993,355067,65369,145690,8767,69865,620515,15966,667,190,70,220,6028,138100,29966,12713,29,67975,839,6360,692,128,250,209,19,23450,19781,403030,158140,82984,110110,15267,2307,2690,134416,4877,72784,29250,95.0,55.0,254.8564563045403,52.47502213228784
